age,gender,driving_experience,vehicle_age,vehicle_type,annual_mileage,credit_score,previous_claims,traffic_violations,coverage_type,deductible,claim_filed,premium
41,Male,47,0,Sedan,18218,417,1,1,Standard,500,1,2370.623918558003
67,Female,32,13,Hatchback,26164,651,2,0,Basic,1000,0,2324.848703919572
66,Male,18,5,Sedan,9656,345,1,0,Basic,1000,1,1918.8829746974445
68,Female,8,9,Sedan,17410,526,1,1,Standard,2000,0,2526.4047202278525
49,Female,27,13,Sedan,7665,655,1,0,Standard,2000,0,1583.994139061193
58,Female,34,3,Sports Car,12131,593,0,0,Premium,5000,0,2142.1033258892653
53,Female,38,5,Sedan,9935,539,0,0,Premium,2000,0,1834.6612739738791
75,Female,9,15,SUV,5415,647,2,0,Premium,1000,0,1522.1556811295059
70,Male,0,0,Hatchback,5707,440,0,1,Premium,500,0,1769.218983694711
51,Male,41,5,Sedan,29172,503,0,0,Standard,500,0,2727.7090470145145
53,Male,20,8,SUV,7684,568,1,0,Basic,1000,0,2216.2978025281313
19,Male,8,14,SUV,12494,612,1,0,Basic,1000,0,2225.3654240283795
32,Female,46,11,Sports Car,24750,717,0,0,Premium,500,0,2270.544953654059
51,Female,14,2,Hatchback,24887,436,0,0,Basic,500,0,2677.6725771671113
53,Male,34,10,SUV,25826,650,0,1,Basic,500,0,2853.059747060574
23,Female,4,14,Sedan,11180,460,0,0,Standard,500,0,1976.246306862721
56,Male,40,2,SUV,19011,472,0,0,Basic,2000,0,2342.301438513482
59,Male,21,13,Sedan,7559,429,0,0,Standard,2000,0,1897.1131340571453
68,Male,40,1,Sports Car,13137,378,0,0,Standard,1000,0,2354.7658779706344
68,Female,22,3,Sedan,8971,356,0,2,Standard,500,1,1841.6713908620297
75,Female,6,18,Sedan,7957,699,0,0,Standard,2000,0,1404.1747039374347
71,Female,22,11,SUV,28300,662,0,1,Basic,1000,0,2751.433595849841
78,Female,43,1,Sedan,23113,634,0,0,Basic,1000,1,2340.1770847120656
29,Male,24,16,Sports Car,15093,433,0,0,Premium,500,1,2418.3463106652507
20,Female,26,2,Sedan,17951,313,0,0,Basic,2000,0,2204.7580005908344
62,Female,40,9,Hatchback,5026,582,0,0,Standard,2000,1,1321.9106805571776
35,Female,5,15,Sedan,7583,720,1,0,Standard,2000,0,1846.309346106194
57,Male,33,8,Hatchback,8055,426,2,1,Basic,1000,1,2370.091746292159
38,Male,8,10,SUV,11801,517,0,0,Basic,1000,0,1635.9361270508116
32,Female,48,14,Truck,6658,788,0,0,Basic,500,0,1571.151197890905
50,Female,32,2,Sedan,8951,559,0,0,Basic,500,1,1780.0514026914
52,Female,5,15,Sports Car,12299,517,0,0,Basic,500,0,2432.756970846721
43,Female,36,11,SUV,28840,788,0,0,Premium,500,1,3001.0441387269975
25,Male,30,4,SUV,14933,742,0,0,Standard,500,0,1619.601891254446
53,Female,33,6,Sports Car,17279,398,1,1,Basic,2000,0,3100.713316254086
65,Female,40,8,Sports Car,9137,481,0,0,Standard,1000,0,2185.7422516884976
47,Female,28,17,Sports Car,16423,468,0,0,Basic,2000,0,2438.2563440767653
40,Male,13,7,Sedan,29315,532,0,0,Basic,500,0,3034.536173494673
59,Male,35,11,Sedan,6714,392,0,0,Premium,500,0,1460.3885605750763
61,Female,35,19,Sports Car,16388,771,0,0,Premium,1000,0,2201.090002938515
31,Female,14,1,Sedan,24715,815,0,0,Standard,2000,0,2295.175028335179
31,Female,7,9,Sedan,8347,384,0,0,Premium,500,0,1956.6150239346066
19,Female,25,18,Sedan,6986,818,0,1,Premium,500,1,1415.0180457311435
72,Female,35,8,Sedan,8544,680,0,0,Standard,500,1,1599.238308758626
54,Male,47,7,SUV,28363,706,1,0,Premium,1000,0,3155.086840444056
22,Male,20,0,Sports Car,22085,531,0,0,Standard,1000,1,3238.826032628425
55,Male,27,5,Hatchback,29121,550,0,0,Basic,500,0,3003.912355715968
62,Female,3,11,SUV,14646,384,0,0,Premium,1000,0,2480.0324030165098
58,Male,15,18,Hatchback,8786,618,0,0,Basic,2000,0,1635.8883246528344
79,Male,21,16,Sports Car,19415,492,0,1,Basic,500,1,2665.206311526991
71,Male,11,1,Hatchback,28646,599,1,0,Basic,1000,1,3024.1876772744367
77,Female,15,10,Truck,23855,657,0,0,Premium,500,0,2289.7242184921133
78,Female,39,17,Sports Car,19284,752,0,0,Basic,5000,0,2589.677680347483
64,Male,37,10,SUV,26398,805,0,0,Standard,2000,0,2345.6288091574606
31,Female,41,17,Sedan,11659,364,0,0,Standard,1000,0,1998.949390122214
73,Male,36,7,Sedan,25644,521,0,0,Standard,500,1,2796.993080772121
56,Male,28,14,Hatchback,26929,765,0,2,Basic,1000,0,2702.958864821196
42,Male,17,8,Hatchback,8044,371,0,0,Standard,2000,0,1489.64580946323
37,Male,9,14,Truck,8883,773,0,0,Premium,2000,0,1325.9712633346576
19,Female,41,6,Hatchback,24324,318,0,0,Basic,2000,1,2577.059037446024
56,Female,38,19,Hatchback,20351,821,0,0,Premium,1000,0,2047.1455814798887
23,Female,17,12,SUV,26545,714,0,1,Basic,1000,1,2371.2186547745523
34,Female,0,12,Sports Car,23204,663,0,0,Standard,1000,0,2727.000694935905
76,Male,38,0,SUV,28268,827,2,0,Standard,500,1,2803.7934921712663
42,Female,20,19,SUV,20762,379,0,0,Premium,500,0,2335.1941741990327
74,Male,0,3,Sedan,24186,489,0,0,Basic,1000,1,2295.085933588038
45,Female,14,3,SUV,23847,447,2,0,Standard,500,1,2796.2690369809097
19,Female,3,3,Sports Car,8371,742,0,0,Basic,2000,1,1471.1126681304013
52,Female,19,12,SUV,28606,564,0,1,Standard,2000,0,2808.5586590067514
54,Male,9,1,Hatchback,13527,808,0,0,Standard,1000,0,1706.0595619795697
22,Male,22,14,SUV,15116,600,1,1,Basic,2000,0,2329.163858640632
18,Male,40,3,Sedan,26360,765,1,0,Standard,1000,1,2432.206691928506
57,Male,33,5,Truck,26451,664,0,0,Basic,1000,0,2257.433259539002
29,Female,45,2,Sports Car,28885,698,0,0,Standard,500,1,2954.6191897550457
73,Male,47,6,Sedan,7788,792,0,0,Standard,2000,0,1269.331263503687
53,Male,32,5,SUV,9125,841,0,0,Standard,1000,0,1509.6637946126689
62,Female,33,2,SUV,8606,779,0,2,Basic,1000,1,1983.3482108219416
40,Female,38,3,Hatchback,22924,467,2,0,Basic,1000,0,3070.546961208828
64,Male,9,9,Sports Car,13766,390,0,0,Premium,500,0,2316.9093454565013
48,Female,19,8,Sedan,5220,599,1,0,Premium,5000,1,1778.1783617004119
28,Male,0,5,SUV,26306,473,1,0,Standard,5000,1,2823.014796452022
27,Female,12,19,Hatchback,15205,672,1,1,Standard,2000,0,2197.9488933645825
20,Male,0,10,Sports Car,15833,323,0,0,Standard,5000,1,3073.2487221656343
71,Male,4,6,Truck,26997,500,0,0,Standard,500,1,2777.5742822026364
31,Male,15,17,Sedan,5753,306,1,0,Basic,500,1,1865.627544217268
33,Male,14,3,Hatchback,18875,305,1,0,Standard,2000,1,2530.7427107679346
27,Male,48,4,Truck,12488,460,0,0,Basic,500,0,1954.2347504650672
46,Female,27,3,Truck,12206,547,0,0,Premium,500,0,1851.7506740849171
27,Male,30,3,SUV,14680,465,0,0,Standard,2000,1,1971.5172693938493
29,Male,22,12,Hatchback,12938,727,0,0,Standard,1000,0,1647.0816158494595
47,Male,47,15,Sports Car,23345,444,0,0,Standard,1000,1,2950.5519696204
58,Male,44,13,Hatchback,10958,810,0,1,Basic,1000,0,1672.6093866160734
18,Male,42,10,SUV,20770,842,0,0,Standard,2000,0,2265.31687086687
22,Female,16,1,Sedan,24867,808,0,0,Standard,2000,1,2334.2294863880293
37,Female,48,13,SUV,11635,519,0,0,Basic,1000,0,2164.1190282694392
25,Male,33,6,SUV,13629,375,0,0,Standard,5000,0,2127.5282865374556
60,Female,12,10,SUV,22166,618,1,0,Basic,1000,0,2590.5886443069976
29,Male,13,3,SUV,26487,337,1,0,Standard,500,0,2865.6148366475472
18,Female,10,6,SUV,25551,813,0,0,Basic,1000,0,2134.8771222637056
74,Female,27,15,Truck,17869,545,0,1,Standard,500,1,2248.780071945565
71,Male,41,5,Sedan,21603,439,1,0,Basic,500,1,2591.315793158123
37,Female,31,5,SUV,14219,557,0,0,Standard,500,0,1866.017358333068
45,Female,34,1,Hatchback,13029,680,1,1,Standard,1000,0,2021.318440102682
74,Male,30,7,Sports Car,28530,777,0,0,Standard,1000,0,2971.878636882352
60,Male,16,6,Sports Car,21272,484,0,0,Premium,500,1,3028.1789175406493
54,Female,46,13,SUV,21673,602,0,0,Basic,1000,0,2354.701523556911
64,Female,8,8,SUV,21763,793,1,0,Premium,500,1,2223.981433650117
54,Female,9,14,Sedan,17165,463,0,0,Basic,1000,1,2218.5638286607555
29,Male,7,17,SUV,16043,502,2,0,Standard,500,0,2708.250022457583
54,Female,20,11,Hatchback,14570,707,1,0,Basic,1000,0,2012.2764115170266
66,Female,12,18,Sports Car,11886,509,1,0,Standard,1000,1,2816.034781052975
66,Female,49,12,Sedan,6958,400,0,0,Premium,500,0,1517.3067829969905
73,Male,4,6,Truck,15319,745,0,1,Premium,1000,0,1866.0866324622634
61,Male,5,9,SUV,29641,667,1,0,Basic,2000,1,2877.6291325757006
73,Male,29,9,Sedan,7183,538,0,0,Basic,500,1,1576.9167286936608
45,Male,30,1,Hatchback,8774,590,0,1,Standard,500,0,1500.742484637429
64,Female,16,13,Sedan,25303,671,0,0,Premium,1000,0,2436.2055477108934
32,Male,10,12,Hatchback,19272,730,0,0,Basic,2000,0,1542.517174515104
23,Female,19,5,SUV,27586,579,0,0,Premium,5000,0,2917.884036286313
61,Female,47,8,Truck,5777,766,1,0,Standard,500,0,1232.7605556710562
76,Female,8,12,SUV,7566,615,0,0,Standard,500,1,1386.3278544906111
78,Female,1,8,Sedan,15095,376,0,0,Standard,500,0,2189.249220485814
37,Male,36,12,Sports Car,15953,450,1,1,Premium,1000,1,3197.4773521299508
67,Male,0,4,Hatchback,12404,695,0,0,Premium,1000,0,1694.1066465547647
31,Male,3,13,Truck,5078,795,0,0,Basic,5000,0,1200.802135335461
19,Male,35,4,Sports Car,6581,596,0,0,Basic,2000,0,2075.722214888187
26,Male,24,8,Hatchback,19066,706,0,0,Premium,1000,1,2205.9453911255905
54,Female,2,7,Sedan,12967,586,0,0,Basic,1000,0,2183.7871917772623
37,Male,8,6,Sedan,12839,792,0,0,Standard,1000,0,1742.6332409874633
43,Male,21,7,Sedan,7162,835,0,0,Basic,1000,0,1594.6371658224052
46,Male,22,2,Truck,22869,755,0,1,Standard,2000,0,2199.8846093525476
18,Male,11,14,Truck,27129,791,0,0,Basic,1000,1,2475.683855556001
72,Female,9,7,Sports Car,18913,308,1,0,Basic,1000,1,2699.947135983751
52,Female,33,0,Hatchback,24004,431,0,0,Standard,1000,0,2399.7572362745736
23,Female,42,6,Sports Car,5964,376,1,0,Basic,1000,1,2199.649190218296
54,Female,9,18,SUV,15739,430,0,0,Standard,1000,0,2517.925064861562
70,Female,29,1,Sedan,7673,711,0,0,Basic,2000,0,1351.8839987407741
76,Male,21,13,Hatchback,10293,389,0,1,Premium,500,1,2165.1183708652284
22,Female,5,17,Sedan,28643,797,0,0,Standard,1000,0,2297.35901545259
50,Female,49,14,SUV,6718,653,0,0,Standard,5000,0,1685.4716126820442
66,Female,1,13,SUV,15624,570,0,1,Standard,2000,0,2549.020921104826
68,Male,29,18,Sedan,6228,691,0,0,Basic,1000,0,880.028732845379
31,Male,1,18,Sports Car,15602,731,0,0,Standard,1000,0,2480.329531160971
29,Female,31,16,Sedan,25162,771,0,0,Premium,1000,1,2150.542715226955
59,Male,41,18,Hatchback,6840,607,0,0,Standard,500,0,1095.5529772243626
37,Male,15,15,SUV,21881,807,0,1,Basic,1000,1,2268.45532967664
70,Female,11,19,Sports Car,21920,354,1,0,Standard,2000,1,2994.3583148576354
67,Male,0,18,Truck,24689,336,0,0,Standard,1000,1,2377.1182109684264
41,Male,7,0,Sports Car,12124,354,0,0,Standard,1000,1,2229.5575995693707
76,Male,47,18,Hatchback,14356,823,2,0,Premium,500,0,2078.4955508492235
60,Female,49,6,Sedan,23355,762,0,0,Standard,1000,0,2253.759026756427
79,Female,12,10,Sedan,12587,777,0,0,Basic,5000,1,1870.7302513641641
51,Female,14,4,Sedan,8527,510,0,0,Basic,1000,0,2046.544869736713
42,Male,43,16,Hatchback,5299,525,0,0,Standard,500,0,2007.9090544439218
67,Female,7,10,Hatchback,23770,306,0,0,Standard,500,1,2560.692498603594
46,Male,9,7,SUV,17590,839,0,0,Basic,500,0,2049.644673660099
74,Male,45,9,Sports Car,8963,511,0,0,Basic,1000,1,2401.9369832316484
56,Male,4,11,Sedan,9687,488,1,0,Premium,1000,1,1755.6703623009519
48,Female,49,9,Sedan,9171,374,0,0,Basic,1000,1,1712.8741863073549
73,Female,18,12,Sports Car,25243,413,0,0,Standard,1000,1,3152.012327405252
64,Female,46,17,Sedan,18067,450,0,0,Basic,1000,0,2016.2434139673164
60,Female,37,9,SUV,8695,735,0,0,Basic,500,0,1831.7426232348844
67,Male,10,18,Sports Car,14112,383,0,0,Standard,2000,0,2609.5269107495437
40,Female,42,19,Truck,12242,511,0,0,Premium,1000,0,1837.594359301683
61,Male,19,16,SUV,14941,760,0,0,Premium,500,1,2028.1082150916611
55,Female,19,19,Sports Car,27515,476,1,1,Basic,500,1,3482.106201236391
37,Female,20,15,SUV,25001,611,1,1,Standard,1000,1,2451.3088732525994
40,Female,17,4,Sedan,7700,458,0,0,Standard,500,0,1904.5821879561254
79,Male,49,2,Truck,22389,485,0,0,Basic,5000,0,2415.8082895620705
62,Male,9,14,Sedan,23085,770,0,0,Basic,1000,0,2211.567368629366
69,Male,33,1,Sedan,24686,608,0,0,Premium,5000,1,2374.3509835043824
33,Male,25,12,SUV,18339,545,1,0,Standard,2000,0,2253.5387872879496
67,Male,29,7,Hatchback,20834,683,0,0,Standard,2000,1,2024.9093002484692
59,Female,8,16,Sedan,24750,341,0,1,Standard,1000,0,2544.2508687976533
77,Male,45,3,Sedan,16084,584,0,0,Standard,500,0,2393.6344538195185
72,Male,30,18,Sedan,8162,599,0,0,Standard,1000,1,1708.1023469512945
25,Male,41,8,SUV,13306,735,0,0,Standard,1000,0,1835.9971048371222
67,Male,3,14,Sports Car,18137,668,0,0,Basic,5000,0,2334.3131332955063
38,Female,5,8,Sedan,7137,785,0,0,Basic,500,1,1670.2621895808506
18,Male,13,8,Truck,26236,735,0,0,Premium,1000,1,2148.2235255446785
72,Female,3,13,Truck,21414,727,1,1,Basic,2000,1,2226.7491553590376
25,Female,25,15,Sports Car,10948,480,0,1,Standard,1000,1,2333.1982060515843
46,Female,46,16,SUV,19693,639,0,0,Premium,5000,0,2058.7660805599335
49,Male,47,12,SUV,21099,790,1,0,Basic,500,1,2447.0552146416157
55,Female,38,8,SUV,21210,794,1,0,Basic,1000,0,2597.6895775613266
22,Male,16,14,SUV,23189,462,0,0,Premium,2000,0,2474.967862961469
64,Male,18,6,Sedan,27797,755,0,0,Premium,500,0,2685.2210179336384
39,Male,48,0,Sports Car,8569,391,1,0,Standard,500,1,2491.1075311826376
64,Male,5,0,SUV,17977,404,0,0,Standard,500,1,2110.2634330068463
51,Male,28,4,Sedan,26694,738,0,0,Basic,1000,0,1950.6252170538341
18,Female,10,8,Sedan,16620,797,0,1,Standard,500,1,1964.4681640780302
72,Female,15,11,Sedan,5456,627,1,0,Standard,500,0,1348.4003943758662
72,Male,29,5,Hatchback,21832,840,1,0,Basic,1000,1,2125.246776142376
43,Female,24,12,Sedan,5067,808,0,0,Basic,500,0,1131.384541564325
60,Male,39,7,Hatchback,25473,550,0,0,Basic,5000,1,2453.5410133837063
27,Female,10,14,Sports Car,6862,490,0,1,Basic,1000,1,2342.500494694586
47,Female,6,5,Hatchback,23186,346,0,1,Premium,500,1,2701.9203518770064
67,Female,25,5,SUV,17754,550,0,0,Standard,1000,0,2377.9197381531917
35,Female,21,3,Hatchback,16623,363,0,0,Basic,2000,0,2176.1427230047107
34,Female,24,10,Sedan,12554,619,1,0,Premium,500,0,1627.7470110598233
43,Male,18,17,Sports Car,13319,823,0,0,Basic,2000,0,2098.806001113297
25,Male,30,2,Sedan,10895,591,1,1,Premium,1000,1,2231.6038152740903
64,Female,25,2,SUV,18020,328,0,0,Standard,2000,0,2405.952749620995
57,Male,41,11,Sports Car,17202,736,0,0,Premium,2000,0,2510.4055793247558
66,Female,40,5,Sports Car,10515,346,0,0,Basic,2000,1,2350.5083445176633
29,Male,35,5,SUV,25122,716,1,0,Basic,500,1,2247.425362545906
44,Female,22,7,Sedan,5367,750,0,1,Basic,1000,0,1302.1443898971972
25,Female,46,14,Sports Car,27585,373,0,0,Basic,1000,1,3497.3169797417854
42,Female,12,17,SUV,20640,352,0,0,Standard,500,0,2407.1235080259366
63,Male,24,19,Sedan,20461,532,0,0,Basic,1000,0,2279.2821896496534
21,Male,1,15,Hatchback,19897,499,0,0,Standard,1000,0,1845.4391967622205
50,Female,1,5,Hatchback,24024,848,0,0,Standard,500,0,1989.6681782059325
18,Female,15,16,Hatchback,26291,396,1,0,Basic,500,1,2650.368266583645
36,Male,8,8,Truck,5058,348,0,0,Basic,500,1,1937.2561941096033
48,Male,27,18,Sedan,25640,821,0,0,Premium,1000,0,2280.899523101339
33,Male,12,17,Hatchback,13294,339,0,0,Basic,1000,0,1929.8164927285022
31,Male,34,4,SUV,26325,452,0,0,Basic,1000,0,2750.118909261117
70,Male,40,5,Sedan,9507,405,0,0,Standard,500,0,1523.2264061854426
65,Female,12,11,Truck,22169,510,0,0,Standard,2000,0,2620.724032030348
22,Male,30,10,Sedan,19752,501,1,0,Standard,2000,0,2117.7643331979084
58,Female,20,15,SUV,20475,732,2,0,Premium,1000,0,2594.868148286027
43,Female,31,19,Sedan,17137,446,1,0,Premium,500,1,1928.3073277973504
79,Male,33,16,SUV,19334,798,0,0,Basic,2000,0,2058.727901608624
45,Male,7,19,Sports Car,23830,581,0,0,Standard,2000,0,2526.6373865270525
19,Female,40,8,SUV,20114,609,0,0,Standard,500,0,2024.5156678562862
67,Male,47,0,Sedan,21035,350,1,0,Standard,1000,1,2741.415888507245
23,Female,1,2,SUV,23749,794,1,0,Standard,1000,1,2273.0215156477498
26,Male,37,8,SUV,9701,708,0,0,Standard,500,0,1564.088643436444
50,Male,31,18,Sedan,12417,572,0,0,Standard,2000,0,2096.0142410356375
58,Male,39,12,Hatchback,26950,757,2,0,Basic,500,1,3180.7000493234445
42,Female,27,13,SUV,14558,419,0,1,Premium,2000,0,2424.215520207563
65,Male,36,19,Hatchback,16057,345,0,0,Basic,500,0,2007.8245223668173
30,Female,40,18,Sedan,14214,542,0,0,Premium,1000,0,1947.3513740326398
26,Male,0,6,SUV,27767,610,0,0,Standard,500,1,2447.666015360812
70,Female,40,3,Sedan,16322,630,1,0,Standard,1000,1,1980.0179220087123
30,Male,9,11,SUV,20886,310,0,0,Standard,500,0,3136.334964207102
48,Female,3,13,Sedan,16036,723,0,0,Basic,1000,0,1991.8996286323359
58,Female,34,1,SUV,19060,347,0,1,Premium,500,0,2721.546786596527
28,Female,9,0,SUV,22873,676,0,0,Basic,500,1,2415.5428162524368
21,Female,46,17,Sedan,18607,307,1,0,Basic,500,1,2432.423061866941
51,Female,10,19,Sports Car,7334,825,0,0,Basic,2000,1,1892.1797510223623
78,Female,13,7,Hatchback,29074,669,0,1,Basic,1000,0,2940.176590833218
55,Male,37,2,Sedan,21096,739,1,0,Basic,500,0,2283.471145207526
63,Female,11,5,Truck,24773,783,0,0,Basic,1000,0,2194.6131649584963
21,Female,44,12,Truck,5202,572,0,0,Standard,1000,0,1331.2295004476348
55,Female,16,8,SUV,5230,430,0,0,Standard,2000,0,1789.1664790657446
36,Male,15,8,Hatchback,28431,820,0,0,Premium,500,0,2300.9957914524107
23,Male,34,19,Hatchback,16320,413,1,0,Basic,1000,0,2261.501023535613
51,Male,1,8,SUV,16683,831,0,0,Basic,1000,0,1842.265458878607
35,Female,10,14,Sports Car,7962,798,0,0,Basic,500,1,1910.904373626363
30,Male,40,12,Sports Car,7327,638,0,0,Standard,500,0,1734.708112670657
58,Male,2,15,SUV,7784,320,0,0,Standard,2000,0,1635.1492387145893
40,Female,28,1,SUV,18485,332,0,0,Standard,1000,0,2676.7337170703972
36,Female,17,13,Hatchback,5803,432,0,1,Basic,500,1,1449.7382825031132
62,Male,19,5,Truck,17553,325,0,0,Basic,1000,0,2021.0172478191892
28,Female,46,1,Sedan,19582,663,1,1,Basic,500,0,2404.765892846907
18,Female,13,7,Sedan,27150,391,1,0,Premium,2000,0,3037.50128403247
41,Female,33,3,Hatchback,25107,844,0,0,Basic,5000,1,2249.522701407124
79,Female,48,13,Sedan,16093,537,0,1,Premium,1000,1,2240.059109969009
71,Male,30,10,Sports Car,11396,317,0,2,Premium,1000,0,2417.320588611074
24,Female,39,13,Sedan,19810,573,0,0,Standard,1000,1,2132.5655623673215
42,Male,41,11,Sedan,21559,588,1,0,Premium,2000,0,2239.39694688124
38,Male,17,15,Sedan,14636,326,1,0,Basic,500,0,2197.2418148293405
32,Male,29,5,SUV,20306,733,1,0,Basic,1000,1,2511.3394206526655
18,Male,24,19,Sedan,17195,407,0,1,Basic,2000,0,2367.2853827921867
29,Female,18,0,Sports Car,10691,623,1,1,Basic,2000,1,2030.6106396552225
75,Female,7,11,Sports Car,8532,830,0,0,Basic,1000,0,2060.3599310864543
24,Female,27,6,SUV,21223,403,0,0,Standard,2000,1,2798.909238360508
32,Male,7,7,Truck,25733,631,1,0,Basic,500,1,2411.284113745975
38,Male,30,8,SUV,22927,661,0,1,Standard,1000,0,2811.5424667250686
36,Male,2,1,SUV,15346,588,1,0,Basic,5000,0,2376.8243065438705
77,Female,2,16,SUV,18482,743,0,0,Basic,1000,0,1824.4001920579062
46,Male,43,19,SUV,10456,336,0,0,Standard,2000,0,1992.860376964772
42,Female,21,12,Hatchback,8413,647,0,0,Standard,2000,0,1360.4576675542942
50,Female,16,4,Sports Car,12085,342,0,0,Standard,2000,0,2615.5579080458724
66,Female,35,9,SUV,25563,425,0,0,Premium,5000,0,2588.7088527923374
49,Female,16,11,Truck,14332,308,0,0,Standard,500,0,2095.7535831796677
66,Male,13,16,SUV,9807,825,0,0,Standard,500,0,1356.0763788862032
52,Female,8,5,Sedan,12386,430,1,1,Basic,1000,1,2159.9199115747733
61,Male,29,2,SUV,6940,624,0,0,Standard,5000,0,1471.027338535052
55,Female,20,14,Truck,5656,483,0,0,Standard,1000,0,1481.7767660318627
43,Male,11,6,SUV,7503,581,0,0,Standard,2000,0,1562.1636044983882
28,Male,36,5,Hatchback,22042,352,0,0,Standard,2000,0,2293.128140943331
52,Female,31,3,SUV,16030,832,0,2,Standard,1000,1,2307.4906385509344
25,Female,10,18,SUV,18138,676,1,0,Standard,1000,1,2519.5736145990354
63,Female,19,4,Hatchback,19601,594,0,0,Basic,1000,0,2126.934645671629
31,Male,34,2,SUV,20646,507,0,1,Basic,500,0,2478.39239746087
27,Female,46,8,Truck,28422,776,0,0,Standard,2000,0,2873.8891214498863
19,Female,45,5,Truck,15645,368,0,2,Standard,500,1,1936.5926433423704
63,Male,10,12,Hatchback,19628,736,0,0,Basic,5000,0,1828.7081952709093
26,Female,7,19,Sedan,29486,600,0,0,Premium,1000,1,2262.853003910516
20,Male,3,3,Sedan,27409,326,1,0,Premium,500,1,2514.3189570958602
38,Female,26,1,Truck,11498,405,0,0,Standard,500,0,1856.4791685395996
43,Male,43,3,Sports Car,27732,310,0,0,Basic,2000,1,3404.803071258172
25,Male,39,7,Sports Car,18789,515,1,0,Standard,500,1,3147.676419223994
65,Female,37,12,Sedan,24425,620,1,0,Standard,2000,0,2535.743844741864
19,Male,46,9,Sedan,17195,759,1,0,Standard,500,0,2277.791108356248
23,Female,29,17,SUV,23722,825,0,0,Basic,1000,1,2318.351146026735
45,Female,43,8,Sedan,21494,459,1,0,Standard,500,1,2575.1096848314482
70,Male,47,0,Sedan,26571,763,0,0,Standard,1000,0,2387.0562195215625
46,Female,47,12,Sedan,6718,821,1,0,Premium,500,0,1789.7581940176995
43,Male,26,17,Sedan,27900,572,0,0,Standard,1000,0,2614.264546295431
42,Male,20,14,Truck,5125,540,0,0,Premium,1000,0,1795.8778410391985
29,Male,19,1,Truck,21046,466,0,0,Premium,1000,1,2668.083829691312
22,Male,3,10,Sedan,29837,626,1,1,Standard,500,1,2884.56182900668
51,Male,10,13,Sedan,24318,828,0,0,Standard,500,0,2377.9201947757315
65,Male,12,14,Sports Car,10917,572,2,0,Basic,2000,1,2509.870627636773
54,Male,8,13,SUV,15394,675,0,0,Standard,500,1,2083.6872423240166
32,Male,3,15,Truck,22988,674,0,0,Basic,1000,0,2262.6437027412776
61,Female,11,14,Truck,12590,633,1,0,Basic,2000,0,1881.1119857790572
53,Female,8,18,Hatchback,7082,302,2,1,Premium,1000,0,2378.6086507682517
32,Male,12,8,Sports Car,17134,542,0,0,Premium,500,0,2689.727386693358
60,Female,47,4,SUV,20058,350,0,0,Basic,1000,1,2436.4389434176755
65,Female,25,4,Sports Car,19301,649,0,0,Standard,2000,1,2441.7402827741626
40,Female,37,10,Sedan,10093,473,0,0,Standard,1000,1,1787.483960448697
23,Female,41,19,Sedan,28527,415,0,0,Standard,1000,1,2704.4511179212345
63,Female,12,3,Sedan,5284,660,0,1,Basic,500,1,1340.7521235863067
67,Female,38,19,SUV,10566,654,1,0,Standard,500,0,1856.3597949049065
61,Male,27,17,Sedan,15757,375,0,1,Basic,5000,0,2365.6746229278615
76,Female,18,2,Sedan,13218,380,1,0,Basic,2000,1,2180.5125829899303
60,Female,23,3,Sports Car,23658,528,0,1,Standard,500,1,2900.9314517340918
62,Female,18,13,Hatchback,8972,371,0,0,Premium,500,0,1861.197655273509
38,Female,48,6,Sedan,18679,702,1,0,Premium,500,1,1952.9881427731618
40,Male,12,7,SUV,16573,517,0,0,Standard,5000,0,2705.772894835467
60,Male,12,15,Sedan,9113,751,1,0,Basic,1000,0,1453.618212742818
72,Male,27,19,Hatchback,19378,666,0,2,Standard,2000,0,2664.19518461334
33,Male,1,14,Sedan,15328,611,0,0,Premium,1000,0,1857.6781868140038
64,Female,9,6,Hatchback,28113,597,0,0,Basic,2000,0,2621.1048225351938
70,Male,21,16,Sedan,29732,323,0,0,Premium,500,0,2639.938970324124
77,Male,12,11,Truck,22673,409,0,0,Basic,1000,0,2561.879016030153
32,Male,8,17,Sedan,15373,351,1,0,Standard,1000,1,2195.665975565437
42,Male,32,13,Sedan,23895,589,0,1,Basic,5000,1,2498.362070962275
53,Female,13,14,Sedan,10720,743,0,1,Standard,1000,1,1561.0205539890412
28,Male,47,14,Sedan,22539,766,1,1,Basic,1000,1,2471.9483294201686
68,Female,19,4,Truck,24172,558,0,0,Basic,2000,0,2533.2752224542055
32,Male,14,15,Sports Car,10153,623,0,0,Standard,2000,1,2249.7004293650953
21,Female,31,4,SUV,11226,637,0,0,Standard,2000,0,1693.7573132079467
38,Female,32,1,Hatchback,7976,721,0,0,Premium,1000,0,1513.2232534322975
30,Male,16,19,SUV,10251,558,0,0,Standard,5000,1,1926.5769025935103
39,Male,23,8,Hatchback,8499,364,0,0,Premium,1000,1,1541.6704735181704
36,Male,29,8,Sedan,24297,462,1,1,Basic,2000,0,2722.334394341041
51,Male,12,3,Hatchback,21587,463,0,0,Standard,5000,0,1748.3167095714934
31,Female,46,14,Sedan,23206,338,0,0,Premium,500,0,2465.134497536122
78,Female,47,10,SUV,15736,619,0,1,Standard,1000,0,2060.6536459647796
21,Male,15,0,SUV,13633,659,0,0,Premium,1000,0,1816.2269061951615
65,Male,1,17,SUV,11971,568,0,0,Standard,2000,0,1987.5970390828863
